date,temperature,rainfall,co2,year,month,temp_rolling,temp_trend,anomaly
2010-02-21,24.73983543916737,107.91607066874818,378.2143489214455,2010,2,25.02177687715675,24.755093679104867,False
2010-02-22,24.16615599938808,109.88060372565478,379.3094175546237,2010,2,25.044040365182106,24.71546366543861,False
2010-02-23,26.75335257768174,105.21347531647814,381.13136985611663,2010,2,25.360416096553724,24.861225297108895,False
2010-02-24,27.6019990449919,88.9938969230916,375.9706453826339,2010,2,25.36295246691859,24.97625078024364,False
2010-02-25,27.4125602382324,86.56753264123897,378.6537107013925,2010,2,25.540855846789373,25.040941282204063,False
2010-02-26,23.88156495355472,99.48891858017107,380.4188956322767,2010,2,25.814805170257966,25.071726352484042,False
2010-02-27,24.951575248297573,123.45458038518728,387.22194590356366,2010,2,25.643863357330538,25.036065659537584,False
2010-02-28,26.242526862807125,110.87200309188864,384.2128066450096,2010,2,25.85853356070765,25.108192467625734,False
2010-03-01,27.54109025424472,92.58771335827788,383.9179495568377,2010,3,26.340667025687168,25.202675059420116,False
2010-03-02,24.64165152430942,115.43397421296687,387.2544898108399,2010,3,26.03899544663398,25.220843884379054,False
2010-03-03,25.238682046672366,43.02914758739849,382.363141058003,2010,3,25.70137873258833,25.094981406967538,False
2010-03-04,23.407330051987945,122.97531400744208,385.05232424964447,2010,3,25.129202991696268,25.032125557016332,False
2010-03-05,23.237586751838656,65.20572442443802,382.6338912353375,2010,3,25.037206105736832,25.032892510674678,False
2010-03-06,27.2650516447884,92.75118117193736,384.5268117469981,2010,3,25.367702733806944,25.042224571360748,False
2010-03-07,28.36248005714165,77.60660210747713,380.3362067119421,2010,3,25.67055319014045,25.224030149930208,False
2010-03-08,25.51597975683933,74.10637048558189,371.1059142086179,2010,3,25.381251690511107,25.2153052354912,False
2010-03-09,27.67706579578405,123.2165357475704,382.6786041890685,2010,3,25.81488230072177,25.42285210360932,False
2010-03-10,26.403272050095268,90.64597597376218,390.51374068049967,2010,3,25.98125230121076,25.545506908539057,False
2010-03-11,24.399760490789756,106.93007763461432,388.0810770112079,2010,3,26.123028078182443,25.49937484250744,False
2010-03-12,26.422791211016825,99.06158842241632,388.3269874229559,2010,3,26.578057286636465,25.48423677754164,False
2010-03-13,28.78607313293194,109.54081654446244,389.7306536090311,2010,3,26.795346070656972,25.58534799656004,False
2010-03-14,25.648347921780097,101.53643782120513,384.0432879548072,2010,3,26.407612908462465,25.600669479445262,False
2010-03-15,28.85928731162801,74.3401555162286,384.636578537028,2010,3,26.88522827343228,25.735052636205477,False
2010-03-16,20.50050979182051,119.9253363889428,380.61174052282826,2010,3,25.860005987151773,25.668971095290658,False
2010-03-17,27.393805008750448,90.12486833677374,382.1696357198648,2010,3,26.001510695531085,25.781754209475316,False
2010-03-18,25.934094136476343,68.86836202680499,386.8788557488557,2010,3,26.220701216343453,25.82826659875518,False
2010-03-19,25.171985299068265,91.43769678068176,389.8694221858441,2010,3,26.04201465749366,25.74785796030953,False
2010-03-20,25.963521553071004,130.01519581268622,383.202768621595,2010,3,25.63879300322781,25.741067459440668,False
2010-03-21,21.81486217079821,117.00443484226986,381.6990536757429,2010,3,25.09115218165897,25.736098875491454,False
2010-03-22,25.360656224324977,93.02695731184282,384.00263979428297,2010,3,24.59134774061568,25.7098484850093,False
2010-03-23,26.524225143023493,93.01484591363142,387.0560337446456,2010,3,25.451878505073246,25.769328141804507,False
2010-03-24,28.775788089483036,93.56729897565236,376.8807259193323,2010,3,25.649304659463617,25.922982544807674,False
2010-03-25,24.793459563452704,141.53495967121682,372.6690952343138,2010,3,25.486356863317386,25.857652777666704,False
2010-03-26,24.223012794213624,107.63870904463109,381.44731575254207,2010,3,25.350789362623864,25.745019902640763,False
2010-03-27,24.84648591283093,108.6008329438214,378.1464378704292,2010,3,25.191212842589568,25.65948409179405,False
2010-03-28,27.690804235404148,120.60566908063684,381.75929901176346,2010,3,26.030633137533275,25.78645873452236,False
2010-03-29,26.52750221931937,104.77578318053028,383.6110984059127,2010,3,26.19732542253247,25.83898963355642,False
2010-03-30,24.82047959246592,94.81915708358594,382.1337579548849,2010,3,25.95393320102425,25.791588057878382,False
2010-03-31,26.916534866226712,96.07300301830044,391.7123376723537,2010,3,25.688325597701915,25.77076954494445,False
2010-04-01,26.09415509869608,98.56797481171871,386.1337238230116,2010,4,25.874139245593824,25.81918633075734,False
2010-04-02,27.847289981065774,99.25555526980315,386.0523717980541,2010,4,26.39189312942985,25.906139928570447,False
2010-04-03,24.51589381224529,114.5525908727396,387.711035720217,2010,4,26.34466568648904,25.943092053912363,False
2010-04-04,25.274675706804462,101.038917716146,378.9558344110961,2010,4,25.999504468117657,26.01099501907789,False
2010-04-05,25.155783693735685,114.6528015443116,389.8955589371013,2010,4,25.80354467874856,25.940686087376132,False
2010-04-06,23.02297010373576,98.38566839782835,384.3711785673227,2010,4,25.546757608929965,25.7627024222626,False
2010-04-07,26.552240554129156,101.5727038063218,388.1524030862061,2010,4,25.4947155643446,25.797244448838924,False
2010-04-08,26.49211054435978,60.035986309357845,379.4907138347992,2010,4,25.55156634229656,25.75774594045812,False
2010-04-09,25.99022691328492,118.32655349404963,377.13120616991966,2010,4,25.286271618327866,25.743977769231105,False
2010-04-10,25.520825733249705,106.92976951795984,389.0394482901251,2010,4,25.429833321328495,25.78134661064644,False
2010-04-11,23.169258515899173,119.96020219719304,386.8820476304876,2010,4,25.129059436913455,25.672895520809185,False
2010-04-12,25.16870935446928,42.07489243612621,380.5397422282125,2010,4,25.1309059598754,25.552316728193762,False
2010-04-13,25.334570966946465,141.76749409561455,380.7516845936266,2010,4,25.461134654619787,25.541857496365974,False
2010-04-14,24.42544546155676,97.20820743689652,390.7771739220738,2010,4,25.157306784252302,25.394062768030267,False
2010-04-15,25.71742857666798,122.16365633475031,379.25294053566336,2010,4,25.0466379317249,25.567960060858514,False
2010-04-16,26.85810171362908,79.20188145748938,393.4633647662798,2010,4,25.170620046059778,25.55010328435447,False
2010-04-17,29.832371802421054,112.2554781012514,380.7968963267607,2010,4,25.786555198798542,25.680045873219292,False
2010-04-18,26.41915562566368,78.93168873652688,388.5419596280419,2010,4,26.250826214479186,25.72161821743914,False
2010-04-19,26.595100781445527,87.5246207860839,383.75690762125504,2010,4,26.454596418332933,25.742670858384958,False
2010-04-20,25.941108168467665,138.28062707733574,388.4659371554117,2010,4,26.54124458997882,25.880212391640608,False
2010-04-21,22.26245756940192,96.18635198473308,382.77942998942905,2010,4,26.23224631967099,25.77693910314317,False
2010-04-22,26.05697224910157,104.34865746359446,384.7360354696385,2010,4,26.28075255859007,25.76136400667911,False
2010-04-23,26.24046041988205,117.40135461377508,385.8045958769786,2010,4,26.19251808805478,25.676853084359074,False
2010-04-24,31.05648422497057,109.91363775945209,380.6390627210926,2010,4,26.36739129127614,25.885620573076338,False
2010-04-25,25.755278070437758,103.00837810287152,389.40412172710063,2010,4,26.272551640529578,25.936696082283806,False
2010-04-26,26.753094684667225,107.2992200493245,383.18393216764207,2010,4,26.29512219813268,26.000249708011683,False
2010-04-27,26.090576460589517,148.0683117047655,384.6570004232999,2010,4,26.316474811292945,25.94690878218453,False
2010-04-28,23.832643924760937,98.8476240593283,380.8782531269575,2010,4,26.540787147772807,25.857080172365915,False
2010-04-29,28.465645629030043,104.02198093429936,373.0883317060234,2010,4,26.88488334490544,25.978585706918054,False
2010-04-30,27.69386606537355,121.01308792015224,384.9948611869991,2010,4,27.0925127228328,26.004496746889615,False
2010-05-01,27.782063894086093,122.11051865915968,398.0630771080646,2010,5,26.624738389849306,26.060760373402612,False
2010-05-02,24.39122509041052,123.7406061112076,389.9730214394901,2010,5,26.429873678416843,25.945558210380774,False
2010-05-03,29.025588621872195,112.77460444058369,386.003698101328,2010,5,26.754515669446118,26.09588137070167,False
2010-05-04,23.42629787441544,77.13990174539033,384.83554585395865,2010,5,26.373904442849824,26.0342687762887,False
2010-05-05,27.41371418760054,132.6686306460219,386.3123294640602,2010,5,26.88548590896977,26.109533126084198,False
2010-05-06,30.63091125161996,77.07309213962624,388.98559557587606,2010,5,27.194809569339757,26.363131164347003,False
2010-05-07,24.278927349738623,106.05270930478066,380.3959359234558,2010,5,26.706961181391907,26.28735405753399,False
2010-05-08,25.137404540794456,84.91448299961284,391.9216084733444,2010,5,26.32915270235025,26.242197190748477,False
2010-05-09,26.479302730175284,98.71723306814016,389.9769065772062,2010,5,26.62744950803093,26.258499717978157,False
2010-05-10,25.2830486917676,106.5752482060696,390.0409286285397,2010,5,26.092800946587413,26.250573816595416,False
2010-05-11,23.198673137867736,106.42714430900546,388.6923786940486,2010,5,26.060283127080602,26.251554303994364,False
2010-05-12,26.44712594961205,108.4384150847057,386.64808328846993,2010,5,25.922199093082245,26.29416819049913,False
2010-05-13,24.19539257254779,132.27422538117293,389.9643061798341,2010,5,25.00283928178622,26.256195577352507,False
2010-05-14,27.27718486127036,109.0706860302796,389.60907066870686,2010,5,25.431161783433613,26.351253557342957,False
2010-05-15,24.501151531532397,95.11686729418705,384.92979644529487,2010,5,25.34026849639617,26.310710989171774,False
2010-05-16,29.44986881003508,119.28174336576714,383.8819911355155,2010,5,25.76463507923329,26.397103225718638,False
2010-05-17,24.793493415327525,123.7894097784928,387.30928147630993,2010,5,25.69469861117042,26.229140612815524,False
2010-05-18,25.72587696758865,75.44784369726015,394.595100757476,2010,5,26.055727729701978,26.206031324213022,False
2010-05-19,28.00703443473934,111.94800139699716,380.7044646217305,2010,5,26.278571799005878,26.253095779322813,False
2010-05-20,23.92827136713209,114.02345484621796,379.6123736712378,2010,5,26.24041162680363,26.186001219278296,False
2010-05-21,26.854919869208256,94.04872993280016,387.82380420618256,2010,5,26.18008805650905,26.339083295938508,False
2010-05-22,29.02428550856485,127.51413626623238,387.3044385092801,2010,5,26.82625005322797,26.437993737920618,False
2010-05-23,23.205033530877547,96.99888825934948,387.9667083218521,2010,5,25.934130727634034,26.336812841620468,False
2010-05-24,26.79926771706461,102.51152906943084,388.3697659895425,2010,5,26.220669913596478,26.194905624690264,False
2010-05-25,26.959765588496847,96.5385635143226,386.083988726826,2010,5,26.396939716583365,26.23505520862557,False
2010-05-26,28.01364574355462,100.31158095162937,394.6993171930104,2010,5,26.39788418927126,26.27707357725515,False
2010-05-27,23.98609857824384,78.07449826209597,379.29548010761744,2010,5,26.40614521943008,26.206924314510292,False
2010-05-28,23.829086773831445,71.19898234811411,383.2075148760988,2010,5,25.973883348661964,26.206805742812644,False
2010-05-29,27.523883131233795,131.89010126449944,386.88372619925474,2010,5,25.759540151900385,26.175413659552767,False
2010-05-30,27.08396934646637,83.06077303363344,379.2340559442292,2010,5,26.313673839841645,26.155083768922527,False
2010-05-31,27.000985700691757,80.17215301087386,386.6207279778397,2010,5,26.342490694645527,26.12904782914272,False
2010-06-01,27.20289641899395,56.9321977279257,395.8573508286401,2010,6,26.377223670430826,26.222770206762167,False
2010-06-02,25.159950556843015,87.22076504620995,387.7044324414798,2010,6,25.969552929472027,26.093915604594528,False
2010-06-03,26.994507394322007,73.53820413185004,388.8035045285934,2010,6,26.399325617483193,26.212855921924746,False
2010-06-04,27.12614494659736,132.8403032027274,381.3991761741371,2010,6,26.870333927878324,26.203270280557977,False
2010-06-05,25.121297163947265,120.19634178685268,384.6681929598026,2010,6,26.527107361123104,26.01961647763555,False
2010-06-06,30.291549022289512,86.23699309644553,385.9240180983803,2010,6,26.985333029097838,26.220037200053913,False
2010-06-07,27.517665841823572,145.04871610688616,386.2614245162189,2010,6,27.059144477830955,26.299379243421548,False
2010-06-08,24.1973930055947,119.63530973983188,394.3082189750188,2010,6,26.629786847345347,26.22331558593553,False
2010-06-09,27.90310721726766,93.50337232982756,390.7384553036256,2010,6,27.02166637026315,26.310650870118867,False
2010-06-10,24.65063665954536,50.01188570252854,382.4427102153148,2010,6,26.68682769386649,26.35904965417479,False
2010-06-11,28.184169207484903,145.81885145181485,389.28252389216,2010,6,26.837974016850428,26.416951096103883,False
2010-06-12,28.93719115801481,72.20855066472808,390.5911087424839,2010,6,27.383101730288644,26.57501104895278,False
2010-06-13,24.988635363296577,67.09202506086217,393.8507451926063,2010,6,26.6255426361468,26.498726065686988,False
2010-06-14,28.566752258488645,120.4514086401928,396.10270343284185,2010,6,26.775412124241807,26.634246089918864,False
2010-06-15,27.475561853873,148.79504812678545,383.1745290408607,2010,6,27.243721959710136,26.5684358580468,False
2010-06-16,28.30412031998898,127.68545637021036,384.2457124439483,2010,6,27.30100954581318,26.68545675486884,False
2010-06-17,30.463585965307896,111.2781824010472,382.06211070542696,2010,6,28.13143087520783,26.843380388126153,False
2010-06-18,26.18922376799426,111.89508683330573,387.2299007044651,2010,6,27.846438669566307,26.78278669923465,False
2010-06-19,25.182527671285023,117.06831117560615,390.7817918722317,2010,6,27.310058171462057,26.824595242706415,False
2010-06-20,24.920971140748957,115.17857179573532,393.4366725829455,2010,6,27.30039185395525,26.760130285091105,False
2010-06-21,25.078379430069123,105.62382847938753,388.1702448817874,2010,6,26.80205287846675,26.628600082474577,False
2010-06-22,26.565796581171792,102.08402207903752,387.0007623837258,2010,6,26.672086410938004,26.74062551748439,False
2010-06-23,27.412303949633287,98.74813744200956,389.40878996124366,2010,6,26.544684072315764,26.761060058570013,False
2010-06-24,27.29338159866004,84.92070822266648,384.52428549184987,2010,6,26.09179773422321,26.77218059224212,False
2010-06-25,28.404366498072047,94.38649846266452,399.19769360847386,2010,6,26.4082466956629,26.7852046173927,False
2010-06-26,26.786003783755817,66.1408637160923,380.7616948644097,2010,6,26.63731471173015,26.878534790909768,False
2010-06-27,29.677068154314632,98.033207464105,389.7737028944786,2010,6,27.316757142239535,27.07346750359254,False
2010-06-28,26.25068633352409,80.22817785698166,399.01803109614815,2010,6,27.484229557018814,27.03102761033555,False
2010-06-29,32.23033833317923,77.92821365568457,388.9839992228,2010,6,28.293449807305592,27.202573243225977,False
2010-06-30,28.051334695530013,103.59788302306956,388.0498048249925,2010,6,28.384739913862266,27.237584876387253,False
2010-07-01,25.095684887167437,127.840045726892,387.2627728859479,2010,7,28.070783240791894,27.167344491993035,False
2010-07-02,24.67821500387777,118.36633212004624,388.198041591188,2010,7,27.538475884478427,27.151286640227525,False
2010-07-03,27.79494483048637,68.58998792753646,396.0142423733826,2010,7,27.68261031972565,27.17796788809967,False
2010-07-04,26.3930744293483,80.20743726859325,378.14069044335247,2010,7,27.213468359016172,27.153532204191368,False
2010-07-05,28.278000988184186,118.81542375976431,396.9171685064816,2010,7,27.503084738253328,27.258755664999267,False
2010-07-06,27.806475249147088,80.35025212923381,382.1802142377493,2010,7,26.87110429767731,27.175919872561185,False
2010-07-07,26.724342174686257,95.50733700005952,388.016738353828,2010,7,26.68153393755677,27.149475750323276,False
2010-07-08,25.18641256386319,111.00104198049104,387.25377789850666,2010,7,26.694495034227597,27.182443068932226,False
2010-07-09,23.860305550628272,80.6331109027273,392.3927663488536,2010,7,26.577650826620523,27.04768301337758,False
2010-07-10,26.00697009586596,102.1075101229192,381.50937824058127,2010,7,26.322225864531895,27.0928941279216,False
2010-07-11,28.622797588646947,73.3194901016359,391.8608633304097,2010,7,26.640757744431703,27.107515073960332,False
2010-07-12,27.34818748826041,87.97264712097572,399.7215481164343,2010,7,26.50792724444259,27.054548284968522,False
2010-07-13,24.438522442576023,106.39563868285074,382.8341299770359,2010,7,26.02679112921815,27.03621118761117,False
2010-07-14,27.286361851702367,68.14012532936661,390.648530838052,2010,7,26.10707965450617,26.993531507384958,False
2010-07-15,27.720634759457678,108.80949475920798,386.44008911101696,2010,7,26.46911139673395,27.00170060423778,False
2010-07-16,25.19228512759773,99.60724402146636,391.9294360309652,2010,7,26.659394193443877,26.897972764491406,False
2010-07-17,27.27745021189105,111.04979908834297,389.9457388870788,2010,7,26.84089135287603,26.79176823937751,False
2010-07-18,27.096417436892,104.47828268129322,386.6925654547785,2010,7,26.62283704548247,26.82200802834077,False
2010-07-19,24.704059404338757,127.28280859947688,392.38936142435534,2010,7,26.245104462065086,26.806059086109226,False
2010-07-20,27.71557472069657,102.50449005295816,399.02174054893374,2010,7,26.71325478751088,26.899212538774144,False
2010-07-21,28.13156905273647,91.41188917749494,389.09548104136354,2010,7,26.833998673372893,27.000985526196395,False
2010-07-22,29.186102486350556,102.44595006064569,393.6987897107409,2010,7,27.043351205786163,27.088329056369016,False
2010-07-23,29.13760410406981,110.86596058072776,383.6836352106442,2010,7,27.60696820242503,27.145839061516902,False
2010-07-24,24.284661264085816,100.97720140651408,385.41781811590994,2010,7,27.17942692416714,27.04554838369776,False
2010-07-25,25.17434992016976,100.81183382407764,392.61203138940186,2010,7,26.90484585034968,26.93788116443435,False
2010-07-26,28.09007053441732,85.96016624386489,397.7205801426799,2010,7,27.388561726075185,26.981350056123066,False
2010-07-27,28.097571901824416,86.74198164898104,392.12806674392834,2010,7,27.443132751950593,26.928700181040064,False
2010-07-28,28.110095372612093,71.94789456400613,388.8347098473842,2010,7,27.440065083361397,26.990680482342995,False
2010-07-29,34.79546298130944,134.9915348637388,390.4464570271168,2010,7,28.241402296926953,27.07618463728067,False
2010-07-30,28.24178102138633,75.1227352921743,384.2479613301514,2010,7,28.113427570829312,27.082532848142545,False
2010-07-31,29.381131280361195,86.14189604408185,393.5725766317768,2010,7,28.841494716011507,27.225381061249003,False
2010-08-01,29.028003526986407,85.63185468861604,395.0116653116171,2010,8,29.392016659842458,27.37037401201929,False
2010-08-02,28.432782502611595,117.89848753888884,388.38954833583455,2010,8,29.44097551244164,27.3916352677568,False
2010-08-03,26.50946151071931,94.10100643415944,388.3497892612025,2010,8,29.214102599426628,27.39551483713583,False
2010-08-04,28.66793844098653,124.95484145347469,392.0793911482602,2010,8,29.29379446633726,27.408512752229242,False
2010-08-05,25.61434957092486,86.53018751512263,388.616401319797,2010,8,27.982206836282312,27.335441896288504,False
2010-08-06,26.696362786519984,105.57988324447604,390.5193369268709,2010,8,27.76143280272998,27.334509250016296,False
2010-08-07,26.20927290434179,83.29305893480486,401.39860894583256,2010,8,27.308310177584353,27.368604594698915,False
2010-08-08,27.353748278772645,142.90298255546776,389.71487149627,2010,8,27.069130856410958,27.48505268563706,False
2010-08-09,31.82931713334702,76.24803161940974,389.2082992398939,2010,8,27.554350089373163,27.67913092021976,False
2010-08-10,23.475469614816504,106.19641420454056,387.8122909718242,2010,8,27.120922675672766,27.507553321092082,False
2010-08-11,28.592520380749026,112.67553761864195,394.8209598574997,2010,8,27.110148667067403,27.549031084175034,False
2010-08-12,24.004568257620697,108.27598194902995,390.2438791339095,2010,8,26.880179908023955,27.534565944676523,False
2010-08-13,26.296136268421137,96.29424682244584,387.95313480839286,2010,8,26.823004691152693,27.501558425233817,False
2010-08-14,29.427901193934733,97.40358600533148,397.856520161365,2010,8,27.28280873252311,27.558467306383054,False
2010-08-15,27.388560038190928,100.8762294395822,398.3980150225682,2010,8,27.287781841011434,27.63167647006949,False
2010-08-16,25.114510444141388,97.05995996743025,388.3478821713065,2010,8,26.32852374255349,27.55957847781117,False
2010-08-17,25.849392581480064,119.2775823358982,382.0673002431969,2010,8,26.667655594933994,27.51801098263077,False
2010-08-18,28.64919549786935,144.21046003182704,396.4875684491846,2010,8,26.675752040236897,27.64951551908179,False
2010-08-19,25.83926673656573,88.85016429984333,388.0768508712,2010,8,26.937851822943333,27.586971919610768,False
2010-08-20,27.74291717916395,72.60394040841845,395.5031279958138,2010,8,27.144534810192308,27.574016857158348,False
2010-08-21,27.411143679807623,98.23435903297492,381.74948091144086,2010,8,26.856426593888433,27.514851563606914,False
2010-08-22,26.02679930478837,151.59418675308638,396.1129866914965,2010,8,26.661889346259496,27.41115807029753,False
2010-08-23,31.62788817865065,83.92650864060539,385.6441403535961,2010,8,27.592371879760822,27.65593230078303,False
2010-08-24,28.617838044636024,132.78233610888134,395.4038205953326,2010,8,27.987864088783102,27.770715238265236,False
2010-08-25,23.309714826684782,133.55401628152882,391.8713653391822,2010,8,27.22508113575673,27.611370048007487,False
2010-08-26,27.742908629538857,88.9282351658401,387.0803029030168,2010,8,27.497029977610037,27.599547938931302,False
2010-08-27,26.056427070463226,111.37966158370553,389.8648184353661,2010,8,27.25610281922422,27.531092328859675,False
2010-08-28,29.09486666959245,132.56793246257075,395.3815922847835,2010,8,27.496634674907767,27.34107245180244,False
2010-08-29,25.8149585231346,92.41744518025024,392.52947226557615,2010,8,27.466371706100084,27.26017836852738,False
2010-08-30,27.1805271170662,95.92839279795275,394.9720649023624,2010,8,26.831034411588018,27.186824896417544,False
2010-08-31,28.429974557960914,88.36638172102712,401.9822029225775,2010,8,26.804196770634434,27.16689059745003,False
2010-09-01,29.161510388340243,79.70486538614267,384.3287919414447,2010,9,27.64016756515664,27.19118152697432,False
2010-09-02,25.03940718588845,87.01444909867986,400.2860628748431,2010,9,27.253953073206585,27.142179716146625,False
2010-09-03,26.780997528318103,75.52119466475487,392.77177968761606,2010,9,27.357463138614424,27.079281685724347,False
2010-09-04,26.510109377678088,100.68166936518452,387.8060797583844,2010,9,26.98821209691237,27.109140345949452,False
2010-09-05,26.163341534852574,84.60053537882716,385.69843187130505,2010,9,27.037981098586368,27.09137297089387,False
2010-09-06,31.010908480562197,104.67571823581495,391.4543980461148,2010,9,27.585178436228652,27.251427490101218,False
2010-09-07,28.299963421921912,68.88208707592746,397.0582505596223,2010,9,27.56660541679451,27.28296799487286,False
2010-09-08,24.97823209132991,106.61760464428914,391.8622543981123,2010,9,26.96899423150732,27.054598493472287,False
2010-09-09,29.345723894109558,116.6705792321785,400.1057746512368,2010,9,27.58418233268176,27.250273636115388,False
2010-09-10,31.764312394025268,60.12528714857089,385.3441215497422,2010,9,28.296084456354215,27.356000036557933,False
2010-09-11,29.59493052110229,107.48113139695144,392.5895552607697,2010,9,28.7367731911291,27.54234544534065,False
2010-09-12,24.501260068091973,124.55337984946584,386.4380327779344,2010,9,28.49933298159187,27.482516238663017,False
2010-09-13,26.5815318542675,75.8071796261759,394.5681594131248,2010,9,27.866564892121204,27.387637260674108,False
2010-09-14,30.093822298373244,133.45144773675406,397.2344369504865,2010,9,28.12283044589996,27.47781266934685,False
2010-09-15,26.15466106876244,108.38038018732092,390.7461910315948,2010,9,28.290891728390324,27.512484356834218,False
2010-09-16,28.467638856292456,85.89976288483183,379.8789307168643,2010,9,28.16545100870217,27.5997592326613,False
2010-09-17,29.139268106858676,98.88461844684588,393.9447407339825,2010,9,27.790444681964082,27.61609498629428,False
2010-09-18,25.746139056843838,111.16653825043444,395.1836927586676,2010,9,27.240617329927165,27.612990730303544,False
2010-09-19,27.4909492878764,101.52010782824824,395.0714737748085,2010,9,27.667715789896363,27.60459180059396,False
2010-09-20,21.137465319861857,110.7751198489274,399.2789109591108,2010,9,26.889991999266986,27.39546918859577,False
